,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
178,"In China they called this movie Night In The Cramped Forest. What is its real title?
",The Blair Witch Project,Back to School,Ginger Snaps,In the Cut,The Blair Witch Project
179,"What movie title was translated in China as Mr Cat Poop?
",Savage Sam,Hard Knocks,As Good As It Gets,I Now Pronounce You Chuck  Larry,As Good As It Gets
180,"The title of what movie was translated in China as His Great Device Makes Him Famous or His Powerful Device Makes Him Famous?
",American Translation,Boogie Nights,The Black Dahlia,An American Werewolf in London,Boogie Nights
181,"What movie title was translated into Chinese as This Hit Man Is Not as Cold as He Thought?
",Collateral,The Killer,Beantown,Leon: The Professional,Leon: The Professional
182,"In China this movie was called The Big Liar.
",Deceiver,Liar Liar,The Breakfast Club,Nixon,Nixon
183,"What movie title was translated in China as Trump Card Big Liar?
",Cable Guy,High Crimes,Deceiver,Austin Powers,Austin Powers
184,"What movie title was translated in China as Earth And Comet Collide?
",Deep Impact,Night of the Comet,Post Impact,Meteor,Deep Impact
185,"The title of this American movie was translated in China as A Very Powerful Whale Runs To Heaven.
","Surfer, Dude",Orca,Free Willy,The Sea Gypsies,Free Willy
186,"What American movie is known in China under the title I Will Marry A Prostitute and Save Money?
",Pretty Woman,Blood Diamond,Kill Bill,Jack the Ripper,Pretty Woman
187,"What movie title was translated in China as Son of Devil?
",Bedazzled,Junior,Village of the Damned,Damien,Junior
188,"What one-word movie title was translated in China as The Happy Dumpling-to-be Who Talks And Solves Agricultural Problems?
",Donkeys,Jaguar,Elephant,Babe,Babe
189,"What movie title was translated in China as Run! Ruuunnnn! Cloudzillaaaaa!?
",Tornado,Take Shelter,Twister,Four Sheets to the Wind,Twister
190,"I met this gal in a bar, and one thing led to another, I said, Lets go back to my place. She said, Oh, do you have cable? I said, ________________________
","Yes, but I didnt think we would be watching TV.","No, but I have a satellite dish.","No, but I have some old ropes that should do just fine.","Yes, and I have a refrigerator and microwave as well.","No, but I have some old ropes that should do just fine."
191,"A drunk stammers out of a bar and runs right into two priests. He says, Im Jesus Christ. The first priest says, No, son, youre not. So the drunk says it to the second priest. The second priest says, No, son, youre not. The drunk says, Look, I can prove it. He walks back into the bar with the two priests. The bartender takes one look at the drunk and exclaims,
","Sweet Mother Mary Malone, not again!","Oh God, not you!","Jesus Christ, youre here again?",Back again to pay your bill?,"Jesus Christ, youre here again?"
192,"A kangaroo walks into a bar. He orders a beer. The bartender says, Thatll be $10. You know, we dont get many kangaroos coming in here, you know. The kangaroo says, ______________________
","Well, when we get drunk we get hopping mad.","Well, the bars just not that convenient for us.","At $10 a beer, its not hard to understand.",Im really a wallaby in drag.,"At $10 a beer, its not hard to understand."
193,"A man walks into a bar and says, Give me a beer before problems start! Again, the man orders a beer again saying, Give me a beer before problems start! The bartender looks confused. This goes on for a while, and after the fifth beer the bartender is totally confused and asks the man When are you going to pay for these beers? The man answers, ________________
","Gee, I though they were free!",I dont have any money.,"I would, if I could, but I cant.",Now the problems start!,Now the problems start!
194,"A patron ordered a Manhattan. When served there was a piece of parsley floating in the glass. What in the world is this? asked the man.The bartender replied, ________________
",Floating Greens.,Its free so get over it.,Central Park.,Its better than the poison ivy we used last week.,Central Park.
195,"A piece of string walked into a bar and said Gimme a beer! but the bartender said Get outta here! We dont serve your kind here! So the string left, but he was thirsty, and he really wanted a beer, so he messed up his hair real badly and looped himself around until he had tied himself into a knot. When the string went back into the bar, the bartender looked at him suspiciously and said Arent you that worthless piece of string I just threw outta here? No, the string replied,
","Are you kidding, Im a mess!",Im afraid not!,Im a frayed knot!,Do I look like him?,Im a frayed knot!
196,"A guy walks into a bar and there is a horse behind the bar serving drinks. The guy is just staring at the horse, when the horse says, What are you staring at? Havent you ever seen a horse serving drinks before? The guy says, _________________________
",Yes but I thought it was over on the next block.,Well go next door and see whos the bartender.,"No, I never thought the parrot would sell the place.","Boy, you sure havent been around this neighborhood before.","No, I never thought the parrot would sell the place."
197,"A drunk guy is sitting in a bar. There is a very buxom lady a few seats down. A fellow at the end of the bar calls for a beer. The bartender fills the mug and slides it down the bar. It hits the ladys breasts and spills all over them. The bartender goes over, retrieves the glass and licks the beer off of her breasts. This happens a couple more times. The next time, the drunk jumps up and starts to lick her breasts. She decks him. Hes laying on the floor and moans, Why do you let the bartender do it? _____________________
",He has a smoother tongue!,Because he has a liquor license!,Because hes my husband!,Why not!,Because he has a liquor license!
198,"This mushroom walks into a bar and starts hitting on this woman. She, of course, turns him down. Not willing, to give up, he pleads with her, ____________________
","Cmon lady, Im a fun guy.","Picky, picky picky.","I just got out of prison, so plllllleaaasssseeeee.",But guys just want to have fun.,"Cmon lady, Im a fun guy."
199,"A man walked into a bar and sat down next to a man with a dog at his feet. Does your dog bite? he asked. No. A few minutes later the dog took a huge chunk out of the mans leg. I thought you said your dog doesnt bite! he said indignantly. The other guy replied, __________________
",Thats not my dog.,April Fool,Guess your feet stink.,It smelled too good to pass up.,Thats not my dog.
200,"If you sight a whale, it could be a ___________.
",fluke,dolphin,rock,shark,fluke
201,"I used to work in a blanket factory but it ___________.
",switched owners,went bankrupt,closed,folded,folded
202,"If you break a string on your guitar dont ___________.
",pop,cry,snap,fret,fret
203,"Im glad I know sign language, its _________________.
",quite interesting,really neat,quiet,pretty handy,pretty handy
204,"I used to have a fear of hurdles, but I _______________.
",stumbled through them,gave up and went swimming,found my stride,got over it,got over it
205,"When a clock is hungry it goes back __________.
",four seconds,again,four more,for seconds,four seconds
206,"Shes happy to make a pair of pants for you, or at least ____________.
",sew it seams,sew it seems,so it seems,so it seams,sew it seams
207,"I relish the fact that youve ______  the strength to______  to me.
",mustard - ketchup,mustard - catch up,None of these,mustered - ketchup,mustard - ketchup
208,"Mummies are bound to be _________.
",preserved,calcified,old,uptight,uptight
209,"She got fired from the hot dog stand for ________________.
",stealing the hot dogs,putting her hair in a bun,keeping the dogs in sight,her relish for the boss,putting her hair in a bun
210,"The title of what movie was translated in China as Six Naked Pigs?
",School of Rock,Billy Elliot,Waynes World,The Full Monty,The Full Monty
211,"Which movie title was translated in China as Mysterious Murder in Snowy Cream?
",In Bruges,Carlitos Way,Blood Simple,Fargo,Fargo
212,"Which movie title was translated in Germany as A Twin Seldom Comes Alone?
",Daddy Day Care,Cheaper by the Dozen,The Parent Trap,The Little Rascals,The Parent Trap
213,"Which movie title was translated in Japan as Captain Supermarket?
",Army Of Darkness,Dead Alive,Gremlins,House,Army Of Darkness
214,"Italians seem to be pretty level headed but when I saw the title Please Do Not Touch the Old Women, I began to wonder. What film does this refer to?
",The Meaning of Life,Reefer Madness: The Movie Musical,The Producers,Thoroughly Modern Millie,The Producers
215,"The title of what movie was translated in Hong Kong as American Virgin Man?
",American Pie,The 40 Year Old Virgin,Van Wilder,American Wedding,American Pie
216,"What movie title was translated in Israel as The Gun Died Laughing?
",Top Secret!,The Naked Gun,The Bounty Hunter,Loaded Weapon 1,The Naked Gun
217,"The title of this American movie was translated in Portugal as Meetings and Failures in Meetings but in Israel it is called Lost in Tokyo.
",Before Sunrise,Vicky Cristina Barcelona,Lost In Translation,Closer,Lost In Translation
218,"This movie title was translated in Thailand as Odd Couple, Wacky Trip, Go Together in Time for Birth
",Old School,Role Models,Due Date,Accepted,Due Date
219,"What American movie title was translated in China as Satan Female Soldier?
",Enemy at the Gates,Thor,G.I. Jane,Willow,G.I. Jane
220,"I couldnt quite remember how to throw a boomerang, but eventually ____________.
",it hit me like a rock,I threw my back out,I gave up,it came back to me,it came back to me
221,"Whenever I see five toes, I know _____________.
",theyre fake,theyre not all the same size,something is a foot,theres a leg attached,something is a foot
222,"Sleeping comes so naturally to me, I could do it _____________.
",while working,just daydreaming,with my eyes closed,while walking,with my eyes closed
223,"Cowboys don鈥檛 roll joints. (Whats the next sentence?)
",They tumble weed.,They roll tobacco.,Willie Nelson told me the answer but I forgot.,They drink in joints.,They tumble weed.
224,"I know a guy whos addicted to brake fluid, but ______________.
",hes going to switch to transmission fluid to keep him going,he say the feeling is like being on air,his breath smells terrible,he says he can stop any time,he says he can stop any time
225,"The book of incantations was useless. The author had failed to ____________.
",run a spell check,send it to the publisher,provide the correct words to use,test them out beforehand,run a spell check
226,"I went to a seafood disco rave last week and ___________.
",played tennis with a squid,pulled a muscle,did a tango with an oyster,pulled a mussel,pulled a mussel
227,"Police were called to a daycare where a three-year-old was _____________.
",kicking the dog,resisting a rest,biting his teacher,resisting arrest,resisting a rest
228,"What are the colors of the apple cards in the party game Apples to Apples, also known as The Game of Hilarious Comparisons?
",red and white,orange and green,orange and red,red and green,red and green
229,"What scientist often told the story that he was inspired to formulate his theory of gravitation by watching the fall of an apple from a tree?
",Alexander Graham Bell,Georg Ohm,Blaise Pascal,Isaac Newton,Isaac Newton
230,"What famous band founded the Apple Records label in 1968?
",The Monkeys,The Rolling Stones,The Beatles,The Police,The Beatles
231,"William Tell, who, according to legend shot an apple off the head of his son, is a folk hero of this country.
",Switzerland,Germany,Austria,Norway,Switzerland
232,"Which of these people was not one of the co-founders of the Apple Inc. corporation?
",Steve Wozniak,Steve Jobs,Ronald Wayne,Paul Allen,Paul Allen
233,"In Latin, the word for apple (m膩lum) is nearly identical to a word that means which of the following?
",seduction,mysterious,evil,fall,evil
