,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
189,"Who played the role of Beaver Cleaver in 1950s sitcom, Leave it to Beaver?
",Bob Denver,Tony Dow,Jerry Mathers,Wile E. Coyote,Jerry Mathers
190,"Who played the role of Goober Pyle on the 1960s series, The Andy Griffith Show?
",Johnny Bench,George Lindsey,Jerry Mathers,Jim Nabors,George Lindsey
191,"Who played the role of Kitty Russell on CBS show, Gunsmoke?
",Dawn Wells,Amanda Blake,Betty Lynn,Jamie Foxx,Amanda Blake
192,"Who played the role of Thelma Lou on 1960s CBS series, The Andy Griffith Show?
",Cindy Brady,Helen Crump,Betty Lynn,Tina Louise,Betty Lynn
193,"Who played the role of Marcus Welby on ABC drama, Marcus Welby, M.D?
",Alan Hale Jr.,Russell Johnson,Robert Young,James Brolin,Robert Young
194,"Who played the role of Samantha Stevens on ABC sitcom, Bewitched?
",Elizabeth Montgomery,Bonnie Franklin,Jane Wyatt,Carrie Montgomery,Elizabeth Montgomery
195,"Who played the role of Lucas McCain in the black and white western, The Rifleman?
",Johnny Connors,Mike Connors,Chuck Connors,Tim Connors,Chuck Connors
196,"Who played the role of Oliver Wendell Douglas on TV show, Green Acres?
",Buddy Ebsen,Eddie Albert,Max Baer,Jim Nabors,Eddie Albert
197,"Who played the role of Archie Bunker on 1970s CBS sitcom, All in the Family?
",Paul Downing,Carroll OConnor,Ron Howard,Don Rickles,Carroll OConnor
198,"Who played the role of Jack Tripper on the famous American sitcom, Threes Company?
",John Ritter,Russell Johnson,Tony Dow,Jerry Mathers,John Ritter
199,"Everyone knows Richies dad on the sitcom Happy Days owned a hardware store, and the Fonz was a mechanic. Lesser known, perhaps, is the profession of Ralph Malphs father. Ralphs dad earned a living as which of the following?
",policeman,postal worker,barber,optometrist,optometrist
200,"Lee Majors character, Colt Seavers, was the unknown stuntman on the show The Fall Guy. What other line of work was he in?
",bodyguard,bounty hunter,undercover policeman,truck driver,bounty hunter
201,"Which friend accidentally cut off Chandlers little toe?
",Joey,Phoebe,Ross,Monica,Monica
202,"When Joey arrived late at Monica and Chandlers wedding, what attire was he wearing?
",WW1 soldier,Fireman,Priest,Clown,WW1 soldier
203,"Who plays Chandlers dad?
",Helen Baxendale,Bruce Willis,Brad Pitt,Kathleen Turner,Kathleen Turner
204,"What recipes did Rachel mix together to make Thanksgiving dessert?
",trifle and shepherds pie,cheesecake and tomato soup,apple pie and meat and potato pie,jelly and sausage rolls,trifle and shepherds pie
205,"What was Marcels favourite song?
",Hollaback girl,Welcome to the jungle,The lion sleeps tonight,King of the swingers,The lion sleeps tonight
206,"What is so special about Monicas left over turkey sandwiches?
",Phoebe eats them.,It has a moist-maker.,It has cheese on it.,They are deep fried.,It has a moist-maker.
207,"We have seen her in TV series as Dr. Susan Lewis, Laura Michaels Kelly and Christina Blake Bauer Thorpe Lindsay Spaulding Spaulding.
",Maura Tierney,Sherry Stringfield,Lacey Kohl,Sharon Lawrence,Sherry Stringfield
208,"We know him as Michael, Philippe Ferronaire and Sanford Sandy Cohen from the TV screen.
",Peter Gallagher,Forest Whitaker,Benjamin McKenzie,Ossie Davis,Peter Gallagher
209,"On TV, she has played Monica Geller Bing, Gabriella Easden and Marie-Frederique Freddy de Lancel, among others.
",Courteney Cox,Jennifer Aniston,Lucy Gutteridge,Lisa Kudrow,Courteney Cox
210,"We know him as Jean-Luc Rieupeyroux, Meego and Larry Burton from the TV screen.
",Perry King,Matt Frewer,Jonathan Lipnicki,Bronson Pinchot,Bronson Pinchot
211,"We have seen her on TV as Margo Vincent, Lexy Monroe and Julie Cooper-Nichol.
",Kelly Rowan,Rachel Bilson,Melinda Clarke,Julie Nathanson,Melinda Clarke
212,"On TV, he has played the roles of Captain Nemo, Professor Alan Hood and Captain Jean-Luc Picard.
",Robert Beltran,Patrick Stewart,Leonard Nimoy,Tim Russ,Patrick Stewart
213,"He has played Aristotle Zakalokis, Jamie and Jake Ochmonek on TV.
",Jon Cryer,Joseph Cacia,Josh Blake,Tom La Grua,Josh Blake
214,"We know him as Eddie Connors, Peter Burke and Scott Grainger from the TV screen.
",Peter Barton,Ronn Moss,John McCook,Jack Wagner,Peter Barton
215,"We have seen him in TV series as Andrew Frisco Jones, Dr. Peter Burns and Jack Williams.
",Casper Van Dien,Joseph Mascolo,Jason Winston George,Jack Wagner,Jack Wagner
216,"She has played Robin Kennedy, Jesse Warner and Kelly Bundy in TV series.
",Peggy McCay,Christina Applegate,Suzanne Rogers,Jennifer Milmore,Christina Applegate
217,"What is the name of Chandlers annoying on-again off-again girlfriend on Friends?
",Ginger,Monica,Kathy,Janice,Janice
218,"On TV show Friends, what is the name of Ross girlfriend, that he brought back from China?
",Elizabeth,Emily,Sara,Julie,Julie
219,"What is the name of the teenager that Monica dated, on TV-series Friends?
",Richard,Bobby,Ethan,Paul,Ethan
220,"In Friends, who did Rachel date that was also her assistant at work?
",Paolo,Joshua,Tag,Joey,Tag
221,"On TV show Friends, Joey had a crush on this dancer roommate of his.
",Janice,Janine,Ginger,Kathy,Janine
222,"What is the name of the man that Phoebe married, on TV show Friends?
",Mike,Richard,Kevin,David,Mike
223,"Rachel and Ross got married at the end of the Friends series.
",True,False,,,False
224,"What actor played Richard Burke, the older man that Monica dated on TV-series Friends?
",Bruce Willis,Brad Pitt,Tom Selleck,David Arquette,Tom Selleck
225,"On TVs Friends, what was the name of the scientist that Phoebe loved?
",Chris,David,Mike,Richard,David
226,"On TV show Friends, Joey and Chandler dated this same woman.
",Kathy,Monica,Janice,Katie,Kathy
227,"What year did the popular television show The Fresh Prince of Bel-Air first hit the airwaves?
",1998,1990,1988,1992,1990
228,"Who was Carlton Banks musical idol on the sitcom The Fresh Prince of Bel-Air?
",James Guarneri,Prince,Tom Jones,Mel Torme,Tom Jones
229,"On the hit show The Fresh Prince Of Bel-Air, this actress played Jackie Ames, one of Wills best friends from his hometown of Philadelphia.
",Tyra Banks,Nia Long,Halle Berry,Vivica A. Fox,Tyra Banks
230,"In the TV series The Fresh Prince of Bel-Air, Will had a girlfriend (Lisa) played by actress Nia Long, what was her last name ?
",Smith,Brown,Wilkes,Johnson,Wilkes
231,"What state does the Banks family live in on the famous television show The Fresh Prince of Bel Air?
",Texas,California,Philadelphia,New York,California
232,"How many children do Phillip and Vivian Banks have on the sitcom The Fresh Prince of Bel-Air?
",4,3,1,2,4
233,"What was the name of the snooty butler in the TV series The Fresh Prince of Bel-Air?
",Geoffrey,Solomon,Thurston,Joseph,Geoffrey
234,"On the popular sitcom The Fresh Prince of Bel-Air the role of Vivian Banks was played by two different actresses.
",True,False,,,True
235,"What is the name of the university Will and Carlton attend on the TV show The Fresh Prince of Bel-Air?
",University of Los Angeles,Fresno State,USC,LSU,University of Los Angeles
236,"What year did the hit television show The Fresh Prince of Bel-Air leave the airwaves?
",1998,1992,1996,1999,1996
237,"In what year did the popular sitcom I Love Lucy first hit the airwaves?
",1952,1953,1954,1951,1951
238,"Who portrayed Little Ricky, the character who frequently played the drums on I Love Lucy?
",Ron Howard,Richard Keith,Desi Arnaz Jr.,Richard Thomas,Richard Keith
239,"What was the maiden name of Lucy Ricardo, portrayed by Lucille Ball on the sitcom I Love Lucy?
",Robinson,Schwartz,Peterson,MacGillicuddy,MacGillicuddy
240,"Ricky Ricardo from the TV series I Love Lucy works in which nightclub?
",CBGBs,Webster Hall,Hard Rock Cafe,Tropicana,Tropicana
241,"Which actress and singer played the role of landlady Ethel Mertz on the popular sitcom I Love Lucy?
",Mary Jane Croft,Kathryn Card,Elizabeth Patterson,Vivian Vance,Vivian Vance
242,"This actress appeared on the show I Love Lucy as Lucys snooty friend, Mrs. Caroline Appleby.
",Lucretia Ball,Doris Singleton,Elizabeth Patterson,Kathryn Cord,Doris Singleton
243,"What is the birth name of Desi Arnaz, who starred in I Love Lucy as Cuban orchestra leader Ricky Ricardo?
",Desi Arnaz,Juan Castro de Silva,Frank Perez,Desiderio Alberto Arnaz 3rd,Desiderio Alberto Arnaz 3rd
244,"One of the famous Marx Brothers appeared on the TV show I Love Lucy.
",True,False,,,True
245,"During the 1956-1957 season of I Love Lucy, Ricky Ricardo opened up his own nightclub. What was its name?
",Ricky Ricardo Babaloo Club,Lucy and Rickys,Ricks Club,Ricky and Lucys,Ricky Ricardo Babaloo Club
246,"On the sitcom I Love Lucy, this actor played Lucy and Ricky Ricardos landlord Fred Mertz.
",Fred Mac Murray,William Demarest,Bub Connolly,William Frawley,William Frawley
247,"Who was the only actor to play the same character in the movie M*A*S*H and on the TV show M*A*S*H?
",Loretta Swit,Jamie Farr,Alan Alda,Gary Burghoff,Gary Burghoff
248,"At the end of the third season of M*A*S*H actor McLean Stevenson decided to leave the show. What happened to his character Henry Blake?
",His homebound plane was shot down,Transferred to Tokyo,Returned home to Illinois,Killed by a North Korean sniper,His homebound plane was shot down
249,"Though disguised, this psychotic CIA Spy from the TV show M*A*S*H was easily recognizable in each of his visits to the 4077th.
",Colonel Flagg,Colonel Freedman,Colonel Fetterhoff,Colonel Feldman,Colonel Flagg
250,"On the TV show M*A*S*H, in order to make Charles feel better, Radar asks Charles parents to send him what childhood artifact?
",A Red and green scarf,A wooden runner sled,A Tchaikovsky music box,A Toboggan cap,A Toboggan cap
251,"After Hawkeye and Trapper destroy an overly war-promoting film in the TV series M*A*S*H, they decide to re-shoot Yankee Doodle Doctor. What comedians do they imitate in their version?
",Groucho and Harpo,Abbott and Costello,Laurel and Hardy,Martin and Lewis,Groucho and Harpo
252,"Which of these actors did not appear as a guest star on the TV show M*A*S*H?
",Donald Sutherland,Leslie Nielsen,Pat Morita,John Ritter,Donald Sutherland
253,"When Hawkeye from the series M*A*S*H has a severe case of insomnia, he comes to believe that the war will end if he gives what to the North Koreans?
",Swamps still,Officers club,Latrine,Antique desk,Latrine
254,"Which morale boosting event, featured in the series M*A*S*H, was not held during the command of Colonel Potter?
",The Bonfire (of unnecessary camp items),Races of rolling hospital beds,4077th Olympics,Kentucky Derby Day,Races of rolling hospital beds
255,"Which of these characters was not made up by the 4077th staff on the TV show M*A*S*H?
",Private Lamb,Colonel Bloodworth,Captain Tuttle,Major Murdock,Colonel Bloodworth
256,"In the Pilot episode of M*A*S*H, Hawkeye and Trapper set up a raffle to win two days in Tokyo with a beautiful nurse. Who was the nurse, and who won the raffle?
","Nurse Kelleye, Radar won","Nurse Dish, Mulcahy won","Nurse Bigalow, Igor won","Nurse Able, Rizzo won","Nurse Dish, Mulcahy won"
257,"In an early episode of the show M*A*S*H, Harry Morgan, who later played Colonel Potter, guest starred in a different role. What was the name of his character?
",General Korshak,General Steele,General Kent,Colonel Brighton,General Steele
258,"Which trick has not been played on Frank Burns in the TV series M*A*S*H?
",Egg in the helmet,Toilet plunger in place of gun,Snake in the bed,Removed latrine walls while he was using it,Snake in the bed
259,"What is Frank Burns middle name on the show M*A*S*H?
",Madison,Marion,Maurice,Marvin,Marion
260,"Which of these characters was played by George Morgan in the first episode of M*A*S*H?
",Klinger (usually played by Jamie Farr),Hawkeye (usually played by Alan Alda),Hot Lips (usually played by Loretta Swit),Father Mulcahy (usually played by William Christopher),Father Mulcahy (usually played by William Christopher)
261,"What is Jerry Seinfelds favorite super hero?
",Batman,Superman,Captain America,The Green Lantern,Superman
262,"On Seinfeld, what was the name of the business Elaine was a partner in, with her former publishing company boss?
",Top of the Muffin to You,Soup Express,EJ Publishing,Pendant Publishing,Top of the Muffin to You
263,"In the final episode of Seinfeld, what charge were Elaine, George, Jerry and Kramer found guilty of, in a court of law?
",Criminal Self Centeredness,Criminal Negligence,Criminal Indifference,Theft of a Marble Rye roll,Criminal Indifference
264,"On TV show Seinfeld, what was the name of Kramers business that allowed him to hire an intern from NYU?
",Kramerica Industries,Kramer Publishing,Kramers Collectibles,Kramers New York Tours,Kramerica Industries
265,"Jerry Seinfeld had a mountain bike made by a popular manufacturer hanging up in his hallway for most of the series. At some point  the original bike was swapped out for a new one, made by this manufacturer.
",Schwinn,Klein,Trek,Specialized,Klein
266,"Seinfelds Kramer has a gambling problem. In an episode where he is at the airport, betting on flight arrivals, he runs out of money and calls Newman to bring him this valuable object.
",A mail truck,A mailbag,A Mink coat,Jerrys Television set,A mailbag
267,"On Seinfeld, what type of business was Elaines boss, J. Peterman in?
",Clothing catalog sales,Travel,Publishing,Importer / Exporter,Clothing catalog sales
268,"In the Seinfeld episode where Kramer is mistaken as mentally challenged, he is invited to sit at the head table at a charity benefit.  What led to this error being maintained at the benefit?
",Punched in the mouth by Jimmy,He bit his tongue and it swelled,George and Jimmys jumping shoes,Anesthetic from the dentist,Punched in the mouth by Jimmy
269,"In TV show Seinfeld, for a few years during his childhood, what holiday did Georges family celebrate in place of Christmas?
",Hanukkah,Feats of Strength day,Festivus,Chinese New year,Festivus
270,"What were the names of Staff Sgt. Rizzos wife and son in the TV series M*A*S*H?
",Kimmy and Lilly Lary,Zera and Jimmy James,Dari and Sammy,Zola and Billy Bubba,Zola and Billy Bubba
