,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
184,"In Oceans 11and 12, Bernie Mac plays Frank Catton. What is his specialty in the movie?
",Infiltration,Weaponry,Gymnastics,Electronic,Infiltration
185,"In The Bernie Mac Show, Bernie is married to a beautiful woman portrayed by this actress.
",Jamie Suarez,Camille Winbush,Dee Dee Davis,Kelita Smith,Kelita Smith
186,"Harrison Ford was going to appear in this movie, but his scene was deleted in the final cut.
",E.T.,Bull Durham,Poltergeist,Daddy Day Care,E.T.
187,"In this movie Harrison Ford plays a man on vacation who gets involved in a terrorist attack on the U.K.s Royal Family.
",Patriotism,Patriot Games,Time of the Patriot,The Patriot,Patriot Games
188,"Harrison Ford made his first movie appearance in this 1966 movie.
",Cold in the Park,A Cold Winter,Dead Heat on a Marry Go-Round,Heat of the Desert,Dead Heat on a Marry Go-Round
189,"Harrison Ford is an avid pilot.
",True,False,,,True
190,"When was Harrison Ford born?
","July 14, 1942","July 14, 1941",none of these,"July 14, 1943",none of these
191,"George Lucas wanted Han Solo to die in Return of the Jedi, but Harrison Ford talked him out of it.
",False,True,,,False
192,"Harrison Ford is an avid fan of this sport.
",Mixed Martial Arts,Drag Racing,Badminton,Fishing,Mixed Martial Arts
193,"For which movie did Harrison Ford receive an Oscar Award nomination?
",Patriot Games,Witness,The Fugitive,all of these,Witness
194,"When was Will Ferrell born?
",August 5 1969,September 18 1965,July 16 1967,October 20 1970,July 16 1967
195,"Will Ferrells real name is John William Ferrell.
",True,False,,,True
196,"How tall is actor Will Ferrell?
",65,6 3,60,510,6 3
197,"Has actor Will Ferrell been married?
",No,Yes,,,Yes
198,"Is actor Will Ferrell a drop out?
",Yes,No,,,No
199,"Actor Will Ferrell had surgery when he was a teen.
",True,False,,,False
200,"In what movie did Will Ferrell play an auditor whose life was guided by his watch?
",Melinda and Melinda,Stranger Than Fiction,Wedding Crashers,Old School,Stranger Than Fiction
201,"In what 2005 movie did Will Ferrell play a rocker who wore eyeliner?
",Kicking  Screaming,The Wendell Baker Story,Bewitched,Winter Passing,Winter Passing
202,"Will Ferrell appeared in Austin Powers: International Man of Mystery.
",True,False,,,True
203,"For what movie did Meryl Streep win her first Academy Award for Best Actress?
",Sophies Choice,The Bridges of Madison County,Music of the Heart,Kramer vs. Kramer,Sophies Choice
204,"What famous actress was originally chosen for the role of Roberta Guaspari Demetras for the 1999 movie Music of the Heart? (the role was eventually given to Meryl Streep)
",Celine Dion,Cher,Sheryl Crow,Madonna,Madonna
205,"What disease is Meryl Streeps character in the 1998 movie One True Thing diagnosed with?
",Cancer,Diabetes,AIDS,Alzheimers disease,Cancer
206,"What character does Meryl Streep portray in the 2002 movie The Hours?
",Laura Brown,Vanessa Bell,Clarissa Vaughan,Virginia Woolf,Clarissa Vaughan
207,"In what Robert De Niro movie does Meryl Streep play a supporting role as the female character Linda?
",The Deer Hunter,True Confessions,Angel Heart,Falling in Love,The Deer Hunter
208,"How many Academy Awards did the 1985 movie Out of Africa, starring Meryl Streep and Robert Redford, receive?
",Five,Seven,Fifteen,None,Seven
209,"With whom does Meryl Streeps character Francesca from the movie The Bridges of Madison County fall in love?
",Her brother,A homeless man,A photographer,A construction worker,A photographer
210,"How many children does Meryl Streeps character have in the 2006 comedy-drama The Devil Wears Prada?
",Twin daughters,A son,None,Three boys,Twin daughters
211,"What character did Meryl Streep voice in the 2006 computer-animated movie The Ant Bully?
",The Queen Ant,Doreen Nickle,Kreela,Hova,The Queen Ant
212,"In what movie did Meryl Streep play a Catholic nun called Sister Aloysius?
",Doubt,Death Becomes Her,Dark Matter,A Prairie Home Companion,Doubt
213,"Who is Jack Blacks partner in the duo Tenacious D?
",Jack White,Kyle Gas,Garth Brooks,Kyle Bass,Kyle Gas
214,"In the movie Tenacious D in The Pick of Destiny, who plays the part of young Jack Blacks father?
",Alice Cooper,Ozzy Osbourne,Gene Simmons,Meat Loaf,Meat Loaf
215,"Jack Blacks full name is Theodore Jack Black.
",False,True,,,False
216,"What is the name of Jack Black and Tanya Hadens first child?
",David,Jonathan,Samuel,Jessica,Samuel
217,"What body organ did Jack Black have removed?
",Pancreas,Spleen,A kidney,Gall Bladder,Gall Bladder
218,"What is the profession of Jack Blacks parents?
",Marine biologist,Journalists,Rocket scientists,Dentists,Rocket scientists
219,"Jack Blacks wife Tanya Haden is a twin.
",True,False,,,False
220,"Which of the following movies has Jack Black not played a part in?
",Shark Tale,School of Rock,Nacho Libre,Powder,Powder
221,"Jack Blacks father is Jewish and his mother converted to Judaism.
",False,True,,,False
222,"Jack Black was the host of The Nickelodeon Kids Choice Awards show in 2006.
",False,True,,,True
223,"When and where was actor Leonard Nimoy born?
","26 March 1934 in Vancover, British Columbia, Canada","26 March 1931 in Boston, Massachusetts","26 March 1935 in Hartford, Connnecticut","26 March 1925 in Toronto, Ottawa, Canada","26 March 1931 in Boston, Massachusetts"
224,"Leonard Nimoy and fellow Star Trek star William Shatner were born only 4 days apart to parents of the same ethnic group.
",True,False,,,True
225,"Leonard Nimoy and fellow Star Trek actor William Shatner suffer from the same ailment. What is it?
",Tinnitus,Peripheral neuropathy,Shingles,Diabetes,Tinnitus
226,"Mr. (or commonly referred to as Dr.) Spock, portrayed by Leonard Nimoy, puts his fingers into a certain position whenever he says, live long and prosper. Where did he get this gesture from?
",From a signal used by referees in ice hockey,"From a gesture used by his acting teacher meaning, Slow!",From his religion,From the V for the victory signal of WWII,From his religion
227,"When the Star Trek series ended, what did Leonard Nimoy started doing to support himself?
",He directed movie trailers.,He opened a pet store.,He became a ghost writer for several off-Broadway plays.,He ghost-wrote several episodes of TJ Hooker and Mission: Impossible.,He opened a pet store.
228,"Who dreamed up the haircut that Leonard Nimoys character on Star Trek, Dr. Spock wore?
",Gene Rodenberry,Nimoys father,William Shatner,Norman Lear,Nimoys father
229,"Which statement about Leonard Nimoy is untrue?
",Leonard Nimoy is the only Star trek cast member to be in every episode.,Leonard Nimoy has an honorary doctorate.,Both William Shatner and Leonard Nimoy have been married 4 times.,Shatner and Nimoy are both vegetarians.,Both William Shatner and Leonard Nimoy have been married 4 times.
230,"For which Rock and Pop band did Leonard Nimoy direct a music video?
",Bananarama,Blondie,The Beatles,The Bangles,The Bangles
231,"Leonard Nimoy was the tallest member of the regular Star Trek cast.
",True,False,,,True
232,"In which of these series did Leoanrd Nimoy not appear?
",Mission: Impossible,American Dad,T. J. Hooker,Gunsmoke,American Dad
233,"In the Star Trek TV series, which actors portrayed Mr. Spocks parents?
",Christopher Plummer and Rosana DeSoto,Ward Bond and Elizabeth Rogers,Kurtwood Smith and Grace Lee Whiteley,Jane Wyatt and Mark Leonard,Jane Wyatt and Mark Leonard
234,"Finish the chorus of System of a Downs song B.Y.O.B from their album Mezmerize:
",Intentions,Intentions,Inventions,Ingredients,"eeling roses disappearing, Into Moses鈥 dry mouth, Breaking into Fort Knox, Stealing our ........"
235,"Andy Khachaturian is a former drummer of alternative metal band System of a Down.
",True,False,,,True
236,"Shavo Odadjian, famous as the bassist of System of a Down, was born in what year?
",1972,1976,1974,1970,1974
237,"The albums Hypnotize and Mezmerize were both released in the same year by alternative metal band System of a Down.
",True,False,,,True
238,"Which song by System of a Down contains the following lines:
",nana banana banana banana terracotta banana terracotta terracotta pie!?,Vicinity of Obscenity,Shes Like Heroin,B.Y.O. B,nana banana banana banana terracotta banana terracotta terracotta pie!
239,"Complete these lyrics from Chop Suey!, the first single from System of a Downs album Toxicity:
","ab a brush and put a little (makeup),","ab a brush and put a little,",de the scars to fade away the (shakeup),"de the scars to fade away the,","ke up,"
240,"What is the missing word in these lyrics from System of a Downs song Chic N Stu:
","e door is closed,","e lights are out,",d the butters getting .............?,hard,"is ballgames in the refrigerator,"
241,"Complete the chorus of System of a Downs song This Cocaine Makes Me Feel Like Im On This Song:
",eres something wrong with you,eres something wrong with me,hope your stepson doesnt eat the fish,d were crying for our next ........,eres something wrong with me
242,"For what movie did Robin Williams receive his first Academy Award?
",Dead Poets Society,Good Will Hunting,Moscow on the Hudson,Patch Adams,Good Will Hunting
243,"How does Chris find out that Mrs. Doubtfire is a man in the 1993 movie Mrs. Doubtfire, starring Robin Williams?
",He catches her urinating upright.,He hears her talk on the phone.,He finds photos in her purse.,He sees her dressing up.,He catches her urinating upright.
244,"What popular female singer and actress appeared alongside Robin Williams in the 1996 movie Jack?
",Mariah Carey,Madonna,Jennifer Lopez,Beyonce,Jennifer Lopez
245,"What was the tagline on the theatrical poster of the 1998 dramedy movie Patch Adams, starring Robin Williams?
",Save our souls.,The heart comes first.,Laughter is contagious.,The most precious things are invisible.,Laughter is contagious.
246,"What is the name of the android portrayed by Robin Williams in the 1999 movie Bicentennial Man?
",Andrew,Partick,Steve,George,Andrew
247,"What character did Robin Williams voice in the 1992 Walt Disney animated movie Aladdin?
",Prince Ali Ababwa,The Genie,Jafar,Iago,The Genie
248,"What actor was rumored to have been considered for the leading role in the 1989 movie Dead Poets Society, starring Robin Williams?
",Bill Murray,Liam Neeson,All of these,Dustin Hoffman,All of these
249,"What Academy Award-winning actor co-starred with Robin Williams in the 1990 drama movie Awakenings?
",Dustin Hoffman,Christopher Walken,Robert De Niro,Tom Hanks,Robert De Niro
250,"Why doesnt Kenneth Zevo want his son to inherit his toy factory in the 1992 comedy movie Toys, starring Robin Williams?
",Because he spends too much money,Because hes incompetent,Because he has a disease,Because he is immature,Because he is immature
251,"What character did Robin Williams portray in the 1991 movie Hook?
",Tootles,Jack Banning,Peter Pan,Captain Hook,Peter Pan
252,"When was American actor Adam Sandler born?
","September 11th, 1966","September 9th, 1966","November 23,1971","October 5th, 1965","September 9th, 1966"
253,"Where was actor Adam Sandler born?
","Boston, Mass","Brooklyn, New York","Chicago, Illinois","New York, New york","Brooklyn, New York"
254,"Adam Sandler had a role in the movie The Hot Chick.
",True,False,,,True
255,"In which of these movies did Adam Sandler NOT have a part?
",Blossoms And Blood,Good Luck Chuck,The Animal,Coneheads,Good Luck Chuck
256,"What was the first movie Adam Sandler had a major role in?
",The WaterBoy,Billy Madison,8 crazie nights,Big Daddy,Billy Madison
257,"Actor Adam Sandler is of Jewish origin.
",False,True,,,True
258,"Actor Adam Sandler had his first girlfriend in the sixth grade, but sadly, he was dumped one night during dinner.
",False,True,,,True
259,"Adam Sandler started performing in comedy clubs by taking the stage at a club in New York.
",True,False,,,False
260,"What country was Heath Ledger born in?
",Australia,New Zealand,England,Wales,Australia
261,"This well known Actor/ Director/ Producer  Icon was the co-star with Heath Ledger in the movie The Patriot.
",James Cann,Mel Gibson,Will Smith,Robert Redford,Mel Gibson
262,"Which of the following names is NOT one of the names used by Heath Ledgers character in the movie A Knights Tale?
",William Thatcher,Sir Ulrich von Lichtenstein,Wart,Sir William Thatcher,Wart
263,"Heath Ledger portrayed Harry Faversham in the 2002 remake of this Classic Film.
",Dial M For Murder,The Four Feathers,Treasure Of The Sierra Madre,Casablanca,The Four Feathers
264,"For which movie was Heath Ledger nominated for an Academy Award for Best Actor?
",Brokeback Mountain,10 Things I Hate About You,A Knights Tale,The Patriot,Brokeback Mountain
265,"Heath Ledger suffered from this (these) ailments, which may have lead to his death.
","Asthma, Pulmonary Emphysema",Rickets Disease,"Insomnia, Anxiety, Depression","Heart Arrhythmia, Hypertension","Insomnia, Anxiety, Depression"
266,"Heath Ledger is survived by a daughter named Matilda Rose Ledger.
",False,True,,,True
267,"Which of these did Heath Ledger NOT accomplish during his lifetime.
",Act in a Music Video directed by Terry Gilliam,Golden Globe for Best Actor,Direct Music Videos,Junior Chess Champion,Golden Globe for Best Actor
268,"This member of the Beat Movement lived briefly with The Grateful Dead and is immortalised in their song Thats It For the Other One.
",Greg Corso,Jack Kerouac,Allen Ginsberg,Neal Cassady,Neal Cassady
269,"How many different musicians played the keyboards as members of The Grateful Dead?
",6,8,4,2,6
270,"In 1967, The Grateful Dead performed at the legendary Monterey Pop Festival.
",False,True,,,True
271,"Friend of the Devil, Box of Rain and Attics of My Life are songs by The Grateful Dead, included in which album?
",Anthem of the Sun,American Beauty,Without a Net,Infrared Roses,American Beauty
272,"The Grateful Deads final concert was on July 9th, 1995, in which city?
",Chicago,New York,Los Angeles,San Francisco,Chicago
273,"Following Jerry Garcias death in 1995, some of the remaining members of The Grateful Dead occasionally toured under what name?
",The Other Ones,The Remaining Ones,The Dead Ones,The Alive,The Other Ones
274,"Which founding member of The Grateful Dead once dated Janis Joplin?
",Ron Pigpen McKernan,Bill Kreutzman,Bob Weir,Jerry Garcia,Ron Pigpen McKernan
275,"Name the movie for which Albert Finney did NOT receive an Academy Award nomination.
",Tom Jones,Erin Brockovich,Big Fish,Murder on the Orient Express,Big Fish
